File_Name,Amplitude,ZCR,RMSE,SC,SB,Real,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,type
/content/drive/MyDrive/training/fake/file8916.mp3,0.54314804,0.0968656994047619,0.041652422,1508.350575828849,1409.9900532850284,0,-388.9713,83.48433,-7.6413326,52.626385,-3.2376564,19.973032,-5.7917585,7.1720366,-7.8464766,-0.92059666,4.138266,-8.162896,6.2757034,AI
/content/drive/MyDrive/training/fake/file8961.mp3,0.55572426,0.1225122604927007,0.050097626,1719.2493977736117,1258.0753741616093,0,-392.55154,82.75363,-8.414816,41.89774,-16.224495,12.790274,-4.288804,-0.091289185,-5.464744,1.752076,-3.8190606,-8.788699,3.8518102,AI
/content/drive/MyDrive/training/fake/file8966.mp3,0.48609436,0.1281174879807692,0.058696885,1909.470566387524,2034.158292445495,0,-286.42047,124.474434,11.979129,7.616348,11.96444,14.914299,-6.8205814,4.320844,-16.215687,7.77756,-5.4929986,-4.4285154,3.4745698,AI
/content/drive/MyDrive/training/fake/file8878.mp3,0.66675645,0.0853837789948453,0.06038881,1570.7116623599954,1155.4339600521891,0,-375.82468,67.92305,-38.309364,24.957474,-16.175287,5.2136374,-10.406001,1.7780349,-8.726971,-5.0841856,-1.7056496,-7.49775,0.4409375,AI
/content/drive/MyDrive/training/fake/file8914.mp3,0.5669195,0.0840967571924603,0.06144668,1642.3256283644278,1347.239834646124,0,-346.51874,80.713585,-33.993835,20.987137,-13.575436,10.319411,-16.051138,-3.8251905,-7.7113857,-3.954434,-1.0045589,-6.4519963,-0.8693837,AI
/content/drive/MyDrive/training/fake/file8876.mp3,0.6011734,0.0722103478773584,0.046286143,1130.5135704635986,1126.045185416786,0,-403.96988,127.43055,-9.455504,37.265472,2.859494,20.974054,-7.5109925,-0.8970705,-3.12069,-0.09611727,-7.0245175,-3.8521872,4.9306254,AI
/content/drive/MyDrive/training/fake/file8973.mp3,0.6517651,0.0623914930555555,0.07060624,1392.1924975958425,1306.2358268174416,0,-338.36652,99.867256,-32.332855,32.510788,-10.756216,4.5842586,-8.326866,-3.0404859,-22.65089,-8.555193,-3.8504674,-16.537924,0.38867912,AI
/content/drive/MyDrive/training/fake/file8922.mp3,0.44679296,0.1363341745022123,0.06914526,2323.357453485594,2240.403630905487,0,-251.02972,96.81015,-4.3050838,10.841998,-11.785383,6.186751,-9.703274,-5.7465334,3.3468268,-1.9452587,-11.927417,-2.6696553,-11.70393,AI
/content/drive/MyDrive/training/fake/file8969.mp3,0.32691392,0.1028497869318181,0.05408364,1869.989706045571,1780.311123952987,0,-315.97702,126.882454,10.212011,41.799404,15.075944,-6.029559,3.2982008,10.04014,-5.711359,3.5626907,-12.702076,0.5318771,-6.161456,AI
/content/drive/MyDrive/training/fake/file8881.mp3,0.566875,0.1073560393258427,0.041144148,1879.957226206756,1273.854970801589,0,-445.8984,25.589212,-4.5294614,38.200306,-9.050094,10.600241,-6.340593,-0.90062004,-5.2268553,-8.389765,-5.9509697,-6.0882397,-0.5565606,AI
/content/drive/MyDrive/training/fake/file8934.mp3,0.5723601,0.1422915251358695,0.067594625,2434.559466891741,2328.244320365613,0,-269.78204,87.32297,16.04469,30.299135,-1.269655,-0.25400636,-0.68950546,-3.8104367,-11.233924,-2.5490663,-13.246582,-1.155165,-14.836069,AI
/content/drive/MyDrive/training/fake/file896.mp3,0.5620206,0.051781344126506,0.04939277,1127.0263675473468,989.7636038646752,0,-428.67944,71.80004,-23.945112,15.643196,-9.976593,5.271688,-7.627106,-0.63946104,-14.958849,-5.426233,-4.013637,-10.095496,4.266889,AI
/content/drive/MyDrive/training/fake/file8937.mp3,0.7647181,0.1101462105724299,0.075320594,1637.931311825263,1312.7382857977238,0,-374.89023,75.77868,-5.5233917,36.99537,-3.159201,16.470568,-15.794496,2.7301219,-5.3262177,-3.4981976,1.4610637,-7.880379,3.4530292,AI
/content/drive/MyDrive/training/fake/file8982.mp3,1.0554528,0.102703373015873,0.10618438,1388.9824989641374,1094.6658620681822,0,-313.28464,153.04958,-18.105341,24.23802,-1.8850166,-14.552099,0.8334397,-16.201065,-7.966404,-8.559789,-12.619264,-5.57295,-6.275979,AI
/content/drive/MyDrive/training/fake/file8976.mp3,0.42860663,0.0621764401355421,0.06357877,1399.920318455661,1842.227405125206,0,-279.49207,140.79001,4.257386,17.27443,22.57596,14.739102,-8.197398,1.2870748,-19.293839,8.429558,-2.8012362,-3.0627446,6.895944,AI
/content/drive/MyDrive/training/fake/file8983.mp3,0.5657717,0.1037290219907407,0.05648216,1631.8951462501282,1163.2940063085032,0,-404.76303,68.37517,-32.92594,37.615604,-5.2595387,1.7838881,-8.931419,-9.596523,-7.2323413,-12.7862215,-10.520851,-4.3279886,-5.337727,AI
/content/drive/MyDrive/training/fake/file8950.mp3,0.7509515,0.095255197572314,0.054643396,1597.7440564399744,1223.391803234559,0,-392.8981,69.0041,-30.755566,33.73405,-7.810244,6.821246,-10.840094,-8.606928,-9.862551,-13.025213,-6.867346,-5.5422463,-5.8841662,AI
/content/drive/MyDrive/training/fake/file8918.mp3,0.43832433,0.0906709558823529,0.070293404,1473.4360450531815,1333.8198376059968,0,-338.0901,114.141335,-6.721878,37.04197,4.2136135,4.745939,-7.0285754,-3.9918568,-13.636934,0.92367214,-8.452315,2.4507828,-2.9212322,AI
/content/drive/MyDrive/training/fake/file8964.mp3,0.49367014,0.122802734375,0.067756884,2008.8374279180468,1914.8555563505984,0,-275.21063,104.49268,7.267232,26.552986,12.85477,8.792333,-12.858782,4.1429744,-13.285504,6.8630996,-9.531315,-1.4859668,-1.3682039,AI
/content/drive/MyDrive/training/fake/file8941.mp3,0.74117595,0.0681290536556603,0.0642891,1419.0801798053396,1183.6243194143744,0,-381.8452,71.62082,-30.632446,28.303703,-15.396872,4.8432846,-8.047501,-1.9007202,-6.5945687,-7.3697953,-1.7799518,-2.7207491,-2.3675976,AI
/content/drive/MyDrive/training/fake/file8892.mp3,0.8440178,0.0841905381944444,0.06923282,1279.4297311299586,1108.9448907450342,0,-375.47778,147.8026,-24.310278,18.5015,-0.0520724,-4.1470475,-1.0374182,-21.16268,-5.210302,-3.0821664,0.16569799,-6.7977653,-14.67768,AI
/content/drive/MyDrive/training/fake/file8896.mp3,0.40954047,0.0651983963815789,0.030184148,1175.501389442415,1211.9798658498698,0,-465.63068,86.569954,-7.694212,37.514748,8.096631,12.342112,-6.152052,2.4223359,-0.39095476,-1.4628463,-5.708171,-2.2008102,4.621559,AI
/content/drive/MyDrive/training/fake/file8986.mp3,1.0679033,0.0651348761792452,0.12333041,1083.0895620903502,991.3663717383256,0,-285.77664,161.93599,-28.902615,30.902813,3.8152926,-29.177439,11.1454115,-11.311523,-21.039515,-2.9046607,-13.306268,-6.3926473,-2.6481571,AI
/content/drive/MyDrive/training/fake/file8952.mp3,0.6736178,0.0896718199823943,0.06446038,1592.348049022139,1236.7000489186044,0,-340.08353,88.883835,-36.414383,41.87573,-19.404665,6.1148777,-14.834363,-0.88747174,-15.745915,-7.463063,-4.9568615,-15.800188,2.4519172,AI
/content/drive/MyDrive/training/fake/file8959.mp3,0.59987545,0.0663827749399038,0.030496534,1209.9446881974893,1211.6365412735076,0,-459.1423,97.72745,-8.999855,36.06686,6.022932,23.020935,-7.6580954,2.6695292,0.7544955,0.63377166,-3.643867,-4.6455183,4.1119413,AI
/content/drive/MyDrive/training/fake/file8946.mp3,0.85047543,0.0618771922831632,0.060382165,1236.5577355622618,1053.5731761882405,0,-390.6104,81.7018,-44.73978,20.418898,-19.689663,10.08986,-12.413911,-1.2959512,-7.4960465,-6.210358,-3.383605,-4.695534,-0.61958,AI
/content/drive/MyDrive/training/fake/file8990.mp3,0.39570916,0.1637357554041353,0.06950772,2680.9814969683075,2344.224169899797,0,-242.3526,85.03429,6.633038,17.06831,-9.189653,3.1999853,-9.282733,-8.105544,-6.949721,1.355814,-14.188849,-1.6230698,-13.578158,AI
/content/drive/MyDrive/training/fake/file8987.mp3,0.49457818,0.0761328125,0.046203256,1343.916599060096,1231.5801673342228,0,-394.39157,106.83879,-18.60929,39.6976,-8.944256,9.006074,-12.497301,5.0897794,0.14283079,1.5220915,-1.3417983,-7.579601,2.6500773,AI
/content/drive/MyDrive/training/fake/file8879.mp3,0.5023533,0.073974609375,0.046098348,1404.8305045827194,1224.8667277483596,0,-396.8485,97.23074,-12.4576,34.965702,-2.323657,14.73803,-6.92319,1.4126213,-6.1874695,1.467403,0.96928173,-7.713899,-0.36257184,AI
/content/drive/MyDrive/training/fake/file8943.mp3,0.3612032,0.0733900157683486,0.031859472,1131.7734797828386,1172.4527611821773,0,-442.37738,92.536995,-5.5668316,37.50873,8.361573,17.799252,-4.7677298,3.699891,-1.1173697,-0.03849343,-5.8202252,-4.880184,5.9677315,AI
/content/drive/MyDrive/training/fake/file8981.mp3,0.46610284,0.0773011958798882,0.056228574,1243.1407692472994,1296.2696031813043,0,-362.9617,112.73874,-2.630363,48.182755,-7.217562,14.580877,-8.946507,9.2928095,-8.868628,-6.1730533,4.0710135,-8.858711,8.356865,AI
/content/drive/MyDrive/training/fake/file8880.mp3,0.7476251,0.08020747102649,0.07914547,1531.2648876127523,1212.7344180370965,0,-329.16354,92.27773,-48.46928,34.314373,-17.773792,4.9340644,-18.875168,-4.4201374,-3.597214,-7.326049,-5.167595,-7.65695,-4.060207,AI
/content/drive/MyDrive/training/fake/file8893.mp3,0.72413135,0.0515761264534883,0.060688585,1222.1931545734035,1087.4075633807088,0,-382.70264,76.30618,-21.517527,24.343449,-8.045983,7.5235405,-10.205741,-15.298954,-12.54557,-0.86217177,-7.187426,-3.9817448,0.6060951,AI
/content/drive/MyDrive/training/fake/file8873.mp3,0.6384472,0.0873882587139423,0.072384335,1389.4555653856778,1252.8324191952563,0,-384.82547,79.66265,-3.7569215,33.78778,-2.8823972,12.974215,-12.876043,1.8499631,-7.556359,-4.7324038,3.371918,-5.996968,2.848972,AI
/content/drive/MyDrive/training/fake/file8920.mp3,0.5370944,0.0918725775193798,0.06251873,1569.6950689441342,1111.2569764366103,0,-397.43945,75.791466,-36.135876,36.04434,-10.934882,3.3259935,-8.496703,-11.118306,-10.7344,-11.386868,-9.362595,-4.4365573,-6.437304,AI
/content/drive/MyDrive/training/fake/file8902.mp3,0.50348526,0.0745828919491525,0.04631585,1250.5187269626003,1196.3047934881154,0,-388.6008,113.12367,-20.501932,27.64055,-10.284512,11.571947,-6.9492955,3.9138432,-5.582629,2.2719479,3.0017982,-7.550327,-2.3562834,AI
/content/drive/MyDrive/training/fake/file8895.mp3,0.636987,0.0714828249007936,0.081967995,1326.8343787697142,1216.5655171223784,0,-319.46548,126.72735,-16.18524,25.690619,3.8459344,-5.721104,-10.27577,-3.5668337,-6.4143844,-6.085821,-5.1872425,2.946431,-4.872721,AI
/content/drive/MyDrive/training/fake/file8908.mp3,0.32884622,0.1155444995777027,0.068740115,2305.4656209093914,2356.311610447403,0,-269.3524,88.715485,8.741648,25.486786,-9.798891,3.6095648,-0.2058338,-8.421496,-9.485869,-6.131317,-14.999286,-3.5030465,-14.0440855,AI
/content/drive/MyDrive/training/fake/file8912.mp3,0.8016067,0.0851711247930463,0.063668855,1626.2713063194878,1431.807203771109,0,-376.69778,76.42167,-15.682158,39.945152,-7.4668493,12.454911,-10.369734,-11.271395,-14.024608,-6.984911,-10.092736,-8.393118,0.2559581,AI
/content/drive/MyDrive/training/fake/file8883.mp3,0.56218565,0.1091957092285156,0.05913082,1675.1722291575556,1358.8946364076237,0,-392.89478,69.12298,-5.7809887,53.78328,6.8662996,3.6685796,-16.17547,5.3904743,-5.612957,-6.37076,-9.717469,-5.8656573,3.2244549,AI
/content/drive/MyDrive/training/fake/file8906.mp3,0.6790688,0.1078332352311643,0.06299899,1563.6096640043122,1251.3616077705467,0,-371.80887,95.233185,-10.482015,39.621086,-7.172765,4.9539723,-9.346964,-0.9226689,-8.2301235,-0.8504285,-5.431309,-8.268879,2.572887,AI
/content/drive/MyDrive/training/fake/file8930.mp3,0.37298444,0.1257758989726027,0.06827002,2295.7988976864926,2098.9530596265067,0,-276.48068,73.898285,-19.453548,6.6029005,-25.941448,-5.995302,-10.123376,-8.744894,-22.57696,-15.509769,-17.564556,-9.478131,-15.202643,AI
/content/drive/MyDrive/training/fake/file888.mp3,0.47346517,0.0894542222612359,0.026167957,1386.2934341859675,1196.9563610909045,0,-490.75778,71.730225,-6.4844656,31.465437,10.109403,20.146446,-5.3410716,0.1501656,0.72792244,3.926826,-2.5929148,-3.8416567,3.5339177,AI
/content/drive/MyDrive/training/fake/file8903.mp3,0.46157444,0.1254807692307692,0.06329475,2080.717568845037,2042.1970106929075,0,-250.81784,102.77406,-6.264604,17.03193,22.434628,12.984574,-13.615657,5.1000795,-20.746466,7.798867,-2.5461328,-2.4226532,-0.6091119,AI
/content/drive/MyDrive/training/fake/file8898.mp3,0.48721266,0.0635917749297752,0.08129599,1250.7462096832933,1374.0545502662435,0,-327.49896,122.97017,-11.864687,40.95553,0.40695232,-8.006015,-9.721868,-1.1803339,-10.81429,-8.606983,-7.099306,2.2181318,-7.968245,AI
/content/drive/MyDrive/training/fake/file8913.mp3,0.67635375,0.0649815389554794,0.02639872,1125.5702735415814,1068.2307715883092,0,-506.60938,78.03918,-8.949117,26.590958,6.501076,16.18062,-6.8202634,-1.3198236,3.3592558,1.7381791,-2.6588624,-2.0608442,1.7633224,AI
/content/drive/MyDrive/training/fake/file8925.mp3,0.65309477,0.0888902196344339,0.06522745,1620.7520779998883,1206.251198260729,0,-372.25818,67.10101,-21.005768,43.68972,-11.248402,7.9593062,-16.180738,-6.716651,-11.270584,-9.057693,-8.03009,-6.252641,0.91032934,AI
/content/drive/MyDrive/training/fake/file8977.mp3,0.45579034,0.1075151422050561,0.06635074,2102.642151387778,2253.415400538487,0,-243.02788,105.7844,-10.156103,15.5364275,-9.93029,1.7221648,-9.879616,-10.242972,0.8619438,-6.0152225,-6.496399,-4.934088,-10.513129,AI
/content/drive/MyDrive/training/fake/file8919.mp3,0.6888479,0.0520726854556074,0.07524882,1225.4512475457573,1198.148486317593,0,-358.89825,95.167274,-16.701996,31.263943,-14.088264,2.8377411,-8.936578,-8.066374,-13.844293,-6.6516047,-10.063318,-4.091334,1.2152181,AI
/content/drive/MyDrive/training/fake/file8927.mp3,0.3429684,0.1767974028716216,0.038414203,2908.864698249936,2343.3905188288027,0,-298.1548,60.799522,-13.908601,19.397196,-11.821209,-1.8721689,-11.154765,5.588402,-14.796335,-9.275604,-15.944761,0.29803935,-12.121165,AI
/content/drive/MyDrive/training/fake/file89.mp3,0.5520836,0.054713426438053,0.0997342,1076.2472644260188,1032.2770383954646,0,-312.7565,156.27798,-27.967793,12.562191,-0.6284181,-9.124983,-5.990163,-8.289511,-7.167193,-6.4253807,-8.45341,3.7851954,-8.507594,AI
/content/drive/MyDrive/training/fake/file8886.mp3,0.7188374,0.1109368311215753,0.076229356,1678.2000210650317,1448.3338849541412,0,-345.48373,84.095085,-6.42742,33.341568,-5.970499,21.587559,-13.388987,5.6035223,-10.216669,-7.45259,5.0190954,-8.264647,3.7083573,AI
/content/drive/MyDrive/training/fake/file8992.mp3,0.6046741,0.0737741361788617,0.05200431,1298.9417968387122,1313.611179506895,0,-398.9888,87.92302,4.1554275,50.69352,-0.28131023,11.935509,-5.749778,10.799097,-7.062219,-5.1300564,2.7834375,-6.761043,7.1892905,AI
/content/drive/MyDrive/training/fake/file8885.mp3,0.6144366,0.0968864372184684,0.028165836,1486.6788068660048,1335.3222028496648,0,-487.49408,79.01925,-5.481288,41.817307,4.616217,20.716522,-6.9945707,3.804936,0.16785449,2.5308895,-5.387217,-6.072195,6.9992533,AI
/content/drive/MyDrive/training/fake/file897.mp3,0.54605067,0.1023892829754601,0.08468243,1697.7768183397036,1542.552874696646,0,-327.3241,107.18168,-1.0831662,38.726868,0.76169527,1.4788337,-14.755997,2.9701147,-14.260176,-6.9352937,-7.224389,2.5445073,-4.3739977,AI
/content/drive/MyDrive/training/fake/file8924.mp3,0.9972465,0.0628545055650685,0.0987104,1110.6108903698591,1034.09025046338,0,-331.23022,144.81949,-11.584254,37.003674,1.830622,-24.189705,13.016816,-9.051895,-14.011963,-4.24026,-16.850128,-2.9520607,-2.3539665,AI
/content/drive/MyDrive/training/fake/file8975.mp3,0.40257093,0.0685813210227272,0.056680843,1577.1034004437022,1964.4907020368523,0,-297.4932,122.84787,12.587001,27.128601,16.084003,18.561144,-2.235106,2.4851723,-20.946857,7.364332,-3.9948041,-2.6510932,-2.1258204,AI
/content/drive/MyDrive/training/fake/file8953.mp3,0.46749607,0.1020178634129213,0.05878367,1795.1800622103092,1968.005297949845,0,-320.10254,119.310715,8.210365,25.623283,21.765413,3.1716511,-12.832362,8.225332,-13.17997,-0.31999135,-4.00655,-2.4093413,1.995879,AI
/content/drive/MyDrive/training/fake/file8928.mp3,0.6497394,0.1055215371621621,0.057087626,1589.347393347579,1239.3204495594034,0,-386.48468,86.39349,-0.36002576,25.59472,-11.725687,11.361543,-0.93560916,-0.05361129,-7.027147,2.6029942,-4.895386,-9.472366,3.1331923,AI
/content/drive/MyDrive/training/fake/file8907.mp3,0.35437644,0.1569010416666666,0.063760825,2381.8527823426907,2448.1453691541387,0,-293.81186,93.27016,2.262484,13.753221,2.261665,1.8622411,-9.953538,-9.368275,-3.4460847,-4.4206767,-14.654087,-2.3263044,-12.134982,AI
/content/drive/MyDrive/training/fake/file8967.mp3,0.39917266,0.1131632486979166,0.03291883,1683.87472608375,1439.118827864717,0,-420.62793,80.145905,-9.919279,49.728294,-0.635288,34.25927,-12.683447,2.4702098,-1.4841901,2.5172484,-3.721234,-9.994537,7.5296063,AI
/content/drive/MyDrive/training/fake/file8890.mp3,0.3500057,0.0420265735035211,0.07589373,1107.6422279739668,1658.572163498142,0,-302.88535,149.87236,13.377822,34.45906,16.014063,-0.7307754,13.485307,3.7621021,-14.070997,4.7869844,-12.178126,5.0422544,-12.782006,AI
/content/drive/MyDrive/training/fake/file894.mp3,0.39543486,0.1460922121062992,0.068535745,2573.024652743773,2190.5269309469163,0,-265.7187,85.98369,8.257493,26.004568,-7.3413825,0.080787055,-7.9887915,-2.5023909,-4.9739823,-7.317495,-16.07348,-3.04032,-16.152027,AI
/content/drive/MyDrive/training/fake/file8970.mp3,0.41273805,0.1149637612951807,0.06776108,2096.670552872132,1839.0537838476191,0,-271.92398,113.64505,-2.770843,38.68135,19.462458,2.676792,7.937812,3.428563,-5.5806513,7.8535075,-12.442115,4.9556894,-8.340299,AI
/content/drive/MyDrive/training/fake/file8989.mp3,0.70792687,0.0644959566885964,0.061404087,1162.3482098304382,1021.3534227202756,0,-408.8897,66.05468,-20.066072,35.46382,-2.7162566,2.157581,-3.952041,-8.227739,-12.667288,-11.384084,-6.586529,-6.9212036,-8.840499,AI
/content/drive/MyDrive/training/fake/file8917.mp3,0.56333077,0.1060084292763157,0.07018621,1783.3920130185795,1320.4545235024043,0,-366.49887,124.948425,-23.497004,11.160954,-2.7208035,9.398962,-8.531165,0.36409912,-5.818512,-3.4952333,-7.2530856,5.2390957,-6.0447206,AI
/content/drive/MyDrive/training/fake/file8939.mp3,0.44021887,0.0936235700334821,0.056236964,1527.561468154919,1175.649360490679,0,-411.003,64.878456,-26.377176,27.131956,-13.818311,3.8333745,-8.262385,-7.9493,-4.855397,-11.408724,-7.5571833,-4.2594953,-5.069012,AI
/content/drive/MyDrive/training/fake/file8875.mp3,0.45848402,0.0666549970518868,0.04305992,1269.7442159966276,1259.348515107626,0,-415.7974,98.8525,-11.761549,43.20578,-0.78703874,8.00728,-3.7008543,13.458768,-4.4786043,-5.818901,-4.9055295,-8.550816,1.5638949,AI
/content/drive/MyDrive/training/fake/file899.mp3,0.88734746,0.0598870354729729,0.06640047,1366.1798047665598,1164.9240625698967,0,-368.812,81.58025,-31.123922,36.11973,-16.553082,2.8006275,-13.416169,-1.9813011,-14.985138,-8.229428,-6.33406,-15.191851,0.31802577,AI
/content/drive/MyDrive/training/fake/file8926.mp3,0.4963289,0.0904903927364864,0.055052333,1594.242477513984,1950.059923417436,0,-302.98914,124.63706,8.27814,27.76156,20.882425,9.812579,-4.693297,1.9517769,-12.030716,6.740059,-6.3082895,2.975775,2.9838343,AI
/content/drive/MyDrive/training/fake/file8889.mp3,0.7769142,0.0913670499559859,0.07294953,1596.982056629962,1286.8342039363174,0,-329.4399,89.34615,-30.41766,41.955853,-9.658623,6.4169273,-14.074248,-1.3673875,-19.07625,-8.253712,-6.6683016,-17.23171,0.75254136,AI
/content/drive/MyDrive/training/fake/file8897.mp3,0.4448604,0.0711150216584158,0.03682064,1303.8021837195683,1236.5399584176364,0,-434.765,75.92741,-3.8869958,42.59494,-2.3992019,10.098416,-6.0483494,8.324008,-0.9471155,-1.9089243,0.27152148,-9.575076,3.9776552,AI
/content/drive/MyDrive/training/fake/file8980.mp3,0.44797948,0.2125297214673913,0.06218884,3198.021576508417,2245.257815284046,0,-269.40445,50.250294,-12.029168,8.9557085,-27.15583,-3.546392,-14.771629,0.107119076,-19.908953,-10.815919,-9.357347,-0.71393037,-7.9154177,AI
/content/drive/MyDrive/training/fake/file8954.mp3,0.4335906,0.0986512382075471,0.06425812,1660.0533422220624,1873.6986982598555,0,-283.75873,129.81195,14.03565,22.280993,15.728554,8.579119,-7.821761,8.542475,-13.156693,4.422694,-0.7532085,2.9287035,2.8461668,AI
